store_id,store_name,region,date,transactions,revenue,avg_basket_value,discount_pct,footfall,stockout_flag
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-17,74.0,6607.0,86.37,18.62154264,447,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-02-04,79.0,5104.41,66.6,7.209097425,599,False
ST-13,HIGHLAND COURT,WEST,2026-03-09,76.0,4038.35,55.42,38.32204157,720,False
ST-13,HIGHLAND COURT,WEST,2026-04-11,50.0,5043.15,75.14,0.3796596764,719,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-07,53.0,1413.74,25.94,15.87455099,832,False
ST-02,HARBOR POINT,NORTH,2026-05-20,35.0,7387.76,221.06,8.878161582,686,False
ST-13,HIGHLAND COURT,WEST,2026-03-27,70.0,4161.76,59.72,1.367520534,735,False
ST-17,SUMMIT CORNER,WEST,2026-04-01,80.0,13412.55,182.64,15.80043891,805,False
ST-04,SILVERLINE MALL,NORTH,2026-03-28,59.0,3106.09,49.0,14.55187929,393,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-14,76.0,5283.3,53.65,8.280821661,597,False
ST-11,WILLOW CREEK,SOUTH,2026-05-16,66.0,5430.049999999999,47.41,0.0,327,True
ST-04,SILVERLINE MALL,NORTH,2026-03-01,89.0,4579.41,51.8,20.99688383,627,False
ST-04,SILVERLINE MALL,NORTH,2026-03-31,52.0,2168.63,40.1,13.31221488,923,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-05,92.0,9160.94,95.1,26.97885741,730,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-21,71.0,11434.49,150.55,22.45434875,606,False
ST-13,HIGHLAND COURT,WEST,2026-03-12,48.0,4257.3,92.1,12.72665717,615,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-28,72.0,3829.0,49.04,11.53906457,640,True
ST-05,EASTGATE CENTER,NORTH,2026-04-21,80.0,3215.0,42.16,19.75684425,560,False
ST-04,SILVERLINE MALL,NORTH,2026-05-12,46.0,4668.65,109.69,6.596616344,857,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-05,48.0,9719.69,206.81,37.0869557,520,True
ST-02,HARBOR POINT,NORTH,2026-03-26,62.0,6872.42,104.26,26.39944977,325,False
ST-11,WILLOW CREEK,SOUTH,2026-04-11,81.0,4594.66,57.0,5.358712416,711,False
ST-17,SUMMIT CORNER,WEST,2026-04-06,58.0,7324.3,138.44,15.12431458,487,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-10,42.0,8462.76,187.73,16.68211534,650,False
ST-16,REDWOOD STATION,WEST,2026-04-09,49.0,8451.73,184.8,30.93909012,565,True
ST-16,REDWOOD STATION,WEST,2026-05-23,64.0,3598.93,50.63,13.92978581,680,False
ST-15,PINECREST MALL,WEST,2026-12-03,42.0,4877.03,109.06,6.79439458,742,False
ST-02,HARBOR POINT,NORTH,2026-05-25,68.0,3824.65,56.62,26.94054859,805,True
ST-17,SUMMIT CORNER,WEST,2026-05-29,44.0,5894.77,134.34,2.922390853,321,False
ST-06,CEDAR CROSSING,NORTH,2026-05-17,56.0,9339.5,177.75,5.491753475,554,False
ST-06,CEDAR CROSSING,NORTH,2026-05-25,82.0,4293.28,47.62,23.94042539,809,True
ST-04,SILVERLINE MALL,NORTH,2026-05-01,88.0,4048.84,49.33,10.02036144,590,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-18,86.0,8747.99,103.0,30.2215817,697,False
ST-06,CEDAR CROSSING,NORTH,2026-04-14,53.0,2521.92,45.68,14.82486481,416,False
ST-18,ASHBROOK PLAZA,WEST,2026-04-28,79.0,2745.7349999999997,48.44,23.22988596,658,False
ST-14,GOLDEN VALLEY,WEST,2026-03-28,41.0,9336.27,240.65,9.604860511,625,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-02,61.0,13195.16,216.57,17.29301183,746,True
ST-16,REDWOOD STATION,WEST,2026-04-18,46.0,3518.67,75.09,24.46772355,490,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-02,52.0,2704.08,57.18,0.0,767,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-26,48.0,14560.43,286.45,0.9723782884,511,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-19,75.0,3879.57,51.59,38.65187549,638,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-16,76.0,3376.17,42.08,29.84057121,544,False
ST-08,PALM TERRACE,SOUTH,2026-03-25,69.0,2420.48,36.0,27.45370446,583,False
ST-11,WILLOW CREEK,SOUTH,2026-05-26,56.0,6701.61,123.08,35.6511888,647,False
ST-13,HIGHLAND COURT,WEST,2026-03-01,62.0,5043.15,53.42,19.77068255,572,True
ST-14,GOLDEN VALLEY,WEST,2026-03-07,73.0,6667.62,96.9,30.91300818,573,False
ST-16,REDWOOD STATION,WEST,2026-04-11,53.0,3254.44,65.75,33.61176258,644,False
ST-11,WILLOW CREEK,SOUTH,2026-04-09,96.0,5153.49,55.71,26.6623237,647,False
ST-15,PINECREST MALL,WEST,2026-04-13,60.0,1955.48,30.14,29.65550035,640,False
ST-05,EASTGATE CENTER,NORTH,2026-03-08,18.0,1915.25,98.24,24.6504814,507,True
ST-14,GOLDEN VALLEY,WEST,2026-05-29,59.0,5399.77,89.89,9.434374782,344,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-01,60.0,5821.53,97.7,8.160066663,410,False
ST-11,WILLOW CREEK,SOUTH,2026-05-04,57.0,4396.7,80.44,14.10151608,635,False
ST-17,SUMMIT CORNER,WEST,2026-04-26,79.0,3979.18,46.77,32.51603099,621,False
ST-04,SILVERLINE MALL,NORTH,2026-03-05,43.0,3679.53,89.78,30.79000669,970,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-20,38.0,11211.0,320.82,21.84216267,427,False
ST-14,GOLDEN VALLEY,WEST,2026-05-14,62.0,3761.63,66.03,25.53955297,748,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-03,62.0,4602.3,74.05,35.72163154,725,False
ST-05,EASTGATE CENTER,NORTH,2026-03-12,44.0,3279.98,73.82,0.0,469,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-03,55.0,2745.7349999999997,39.35,27.29875314,696,False
ST-15,PINECREST MALL,WEST,2026-03-20,77.0,2787.66,35.26,19.93398364,420,False
ST-17,SUMMIT CORNER,WEST,2026-04-13,66.0,16395.0,255.4,7.845547172,249,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-04,52.0,2492.0,44.86,39.80860938,605,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-26,49.0,6942.74,149.06,30.89411951,566,False
ST-13,HIGHLAND COURT,WEST,2026-05-20,65.0,4347.2,72.62,9.099040595,671,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-13,53.0,7813.5,160.85,20.50928257,475,True
ST-02,HARBOR POINT,NORTH,2026-11-03,60.0,8649.73,154.21,9.106445872,475,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-20,55.0,5260.11,96.13,18.46787543,729,True
ST-02,HARBOR POINT,NORTH,2026-03-12,60.0,2631.7,40.51,9.533541174,573,True
ST-08,PALM TERRACE,SOUTH,2026-03-22,40.0,4238.0,101.57,9.163170751,514,True
ST-02,HARBOR POINT,NORTH,2026-03-18,39.0,3633.45,88.44,33.68280607,513,True
ST-13,HIGHLAND COURT,WEST,2026-03-10,69.0,5593.69,87.31,16.79497567,446,False
